
Host: G5

Timers On : Sun Mar 12 00:00:01 2023
Timers Off: Sun Mar 12 00:00:06 2023

Wall Time:        4.56 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
| | JK: USO2AO                      :      0.000u      0.000s      0.011w    200 calls
| | JK: JK                          :      0.000u      0.000s    311.318w    200 calls
| | | JK: J                         :      0.000u      0.000s      6.095w    200 calls
| | | | JK: J1                      :      0.000u      0.000s      3.024w    200 calls
| | | | JK: J2                      :      0.000u      0.000s      3.014w    200 calls
| | | JK: K                         :      0.000u      0.000s    304.547w    200 calls
| | | | JK: K1                      :      0.000u      0.000s    300.803w    200 calls
| | | | JK: K2                      :      0.000u      0.000s      3.739w    200 calls
| | JK: AO2USO                      :      0.000u      0.000s      0.000w    200 calls
| HF: Form F                        :      0.000u      0.000s      0.023w    200 calls
| HF: Form D                        :      0.000u      0.000s      0.010w    200 calls
| HF: DIIS                          :      0.000u      0.000s      1.889w    180 calls
| | DIISManager::add_entry          :      0.000u      0.000s      0.571w    180 calls
| | DIISManager::extrapolate        :      0.000u      0.000s      0.434w    180 calls
| | | bMatrix setup                 :      0.000u      0.000s      0.239w    180 calls
| | | bMatrix pseudoinverse         :      0.000u      0.000s      0.007w    180 calls
| | | New vector                    :      0.000u      0.000s      0.186w    180 calls
| HF: Form C                        :      0.000u      0.000s      2.184w    180 calls
SAPT0: DF Integrals                 :      0.000u      0.000s    400.769w     20 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      5.641w     80 calls
SAPT0: W Integrals                  :      0.000u      0.000s      1.352w     20 calls
SAPT0: Elst10                       :      0.000u      0.000s      0.001w     20 calls
SAPT0: Exch10                       :      0.000u      0.000s      0.488w     20 calls
SAPT0: Exch10 S^2                   :      0.000u      0.000s      0.377w     20 calls
SAPT0: Ind20                        :      0.000u      0.000s    175.273w     20 calls
SAPT0: Exch-Ind20                   :      0.000u      0.000s      5.762w     20 calls
SAPT0: Exch-Disp20 N^5              :      0.000u      0.000s     41.828w     20 calls
SAPT0: Exch-Disp20 N^4              :      0.000u      0.000s    139.641w     20 calls

**************************************************************************************

Host: G5

Timers On : Wed Aug  2 13:33:31 2023
Timers Off: Wed Aug  2 14:24:14 2023

Wall Time:     3042.26 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
SAPT: Dimer SCF                     :      0.000u      0.000s    538.847w     15 calls
Libint2ERI::Libint2ERI              :      0.000u      0.000s     15.795w    165 calls
JK: (A|mn)                          :      0.000u      0.000s     22.844w     15 calls
JK: (A|Q)^-1/2                      :      0.000u      0.000s      7.592w     15 calls
JK: (Q|mn)                          :      0.000u      0.000s     27.113w     15 calls
HF: Form core H                     :      0.000u      0.000s     13.607w     45 calls
HF: Form S/X                        :      0.000u      0.000s      0.626w     45 calls
HF: Guess                           :      0.000u      0.000s      3.400w     45 calls
SAD Guess                           :      0.000u      0.000s      3.338w     45 calls
HF: Form G                          :      0.000u      0.000s   1059.545w    597 calls
JK: D                               :      0.000u      0.000s      0.077w    597 calls
JK: USO2AO                          :      0.000u      0.000s      0.028w    597 calls
JK: JK                              :      0.000u      0.000s   1059.295w    597 calls
JK: J                               :      0.000u      0.000s     17.158w    597 calls
JK: J1                              :      0.000u      0.000s      8.504w    597 calls
JK: J2                              :      0.000u      0.000s      8.497w    597 calls
JK: K                               :      0.000u      0.000s   1031.568w    597 calls
JK: K1                              :      0.000u      0.000s    959.933w    597 calls
JK: K2                              :      0.000u      0.000s     71.616w    597 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w    597 calls
HF: Form F                          :      0.000u      0.000s      0.070w    597 calls
HF: Form D                          :      0.000u      0.000s      0.075w    597 calls
HF: DIIS                            :      0.000u      0.000s      5.737w    552 calls
DIISManager::add_entry              :      0.000u      0.000s      1.603w    552 calls
DIISManager::extrapolate            :      0.000u      0.000s      1.584w    552 calls
bMatrix setup                       :      0.000u      0.000s      0.876w    552 calls
bMatrix pseudoinverse               :      0.000u      0.000s      0.023w    552 calls
New vector                          :      0.000u      0.000s      0.682w    552 calls
HF: Form C                          :      0.000u      0.000s      6.302w    552 calls
SAPT: Monomer A SCF                 :      0.000u      0.000s    440.717w     15 calls
SAPT: Monomer B SCF                 :      0.000u      0.000s    263.089w     15 calls
SAPT0: DF Integrals                 :      0.000u      0.000s    266.525w     15 calls
SAPT0: W Integrals                  :      0.000u      0.000s      0.791w     15 calls
SAPT0: Elst10                       :      0.000u      0.000s      0.000w     15 calls
SAPT0: Exch10                       :      0.000u      0.000s      0.350w     15 calls
SAPT0: Exch10 S^2                   :      0.000u      0.000s      0.272w     15 calls
SAPT0: Ind20                        :      0.000u      0.000s    130.468w     15 calls
SAPT0: Exch-Ind20                   :      0.000u      0.000s      4.264w     15 calls
SAPT0: Exch-Disp20 N^5              :      0.000u      0.000s     29.129w     15 calls
SAPT0: Exch-Disp20 N^4              :      0.000u      0.000s    102.722w     15 calls

--------------------------------------------------------------------------------------
SAPT: Dimer SCF                     :      0.000u      0.000s    538.847w     15 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      3.901w     30 calls
| JK: (A|mn)                        :      0.000u      0.000s     22.844w     15 calls
| JK: (A|Q)^-1/2                    :      0.000u      0.000s      7.592w     15 calls
| | Libint2ERI::Libint2ERI          :      0.000u      0.000s      0.003w     15 calls
| JK: (Q|mn)                        :      0.000u      0.000s     27.113w     15 calls
| HF: Form core H                   :      0.000u      0.000s      4.435w     15 calls
| HF: Form S/X                      :      0.000u      0.000s      0.204w     15 calls
| HF: Guess                         :      0.000u      0.000s      1.411w     15 calls
| | SAD Guess                       :      0.000u      0.000s      1.390w     15 calls
| HF: Form G                        :      0.000u      0.000s    413.249w    222 calls
| | JK: D                           :      0.000u      0.000s      0.036w    222 calls
| | JK: USO2AO                      :      0.000u      0.000s      0.010w    222 calls
| | JK: JK                          :      0.000u      0.000s    413.146w    222 calls
| | | JK: J                         :      0.000u      0.000s      6.343w    222 calls
| | | | JK: J1                      :      0.000u      0.000s      3.139w    222 calls
| | | | JK: J2                      :      0.000u      0.000s      3.146w    222 calls
