
Host: G5

Timers On : Mon Jun  3 21:13:00 2024
Timers Off: Mon Jun  3 21:13:20 2024

Wall Time:       19.94 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
HF: Form G                          :      0.000u      0.000s      0.035w    147 calls
| JK: D                             :      0.000u      0.000s      0.002w    147 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w    147 calls
| JK: JK                            :      0.000u      0.000s      0.029w    147 calls
| | DFH: compute_JK()               :      0.000u      0.000s      0.029w    147 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w    147 calls
| | | DFH: compute_J                :      0.000u      0.000s      0.008w    147 calls
| | | DFH: compute_K                :      0.000u      0.000s      0.017w    147 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w    147 calls
HF: Form F                          :      0.000u      0.000s      0.002w    147 calls
HF: Form D                          :      0.000u      0.000s      0.001w    147 calls
HF: DIIS                            :      0.000u      0.000s      0.689w    127 calls
HF: Form C                          :      0.000u      0.000s      0.074w    127 calls

**************************************************************************************

Host: G5

Timers On : Thu Jun  6 16:45:52 2024
Timers Off: Thu Jun  6 16:46:14 2024

Wall Time:       21.39 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
DFH: sparsity prep                  :      0.000u      0.000s      0.055w     20 calls
Libint2ERI::Libint2ERI              :      0.000u      0.000s      0.052w     60 calls
DFH: initialize()                   :      0.000u      0.000s      0.702w     20 calls
DFH: AO Construction                :      0.000u      0.000s      0.075w     20 calls
DFH: AO-Met. Contraction            :      0.000u      0.000s      0.010w     20 calls
HF: Form core H                     :      0.000u      0.000s      0.275w     20 calls
HF: Form S/X                        :      0.000u      0.000s      0.004w     20 calls
HF: Guess                           :      0.000u      0.000s      0.842w     20 calls
SAD Guess                           :      0.000u      0.000s      0.822w     20 calls
HF: Form G                          :      0.000u      0.000s      0.030w    147 calls
JK: D                               :      0.000u      0.000s      0.001w    147 calls
JK: USO2AO                          :      0.000u      0.000s      0.002w    147 calls
JK: JK                              :      0.000u      0.000s      0.023w    147 calls
DFH: compute_JK()                   :      0.000u      0.000s      0.023w    147 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w    147 calls
DFH: compute_J                      :      0.000u      0.000s      0.006w    147 calls
DFH: compute_K                      :      0.000u      0.000s      0.014w    147 calls
JK: AO2USO                          :      0.000u      0.000s      0.001w    147 calls
HF: Form F                          :      0.000u      0.000s      0.001w    147 calls
HF: Form D                          :      0.000u      0.000s      0.001w    147 calls
HF: DIIS                            :      0.000u      0.000s      0.586w    127 calls
HF: Form C                          :      0.000u      0.000s      0.059w    127 calls

--------------------------------------------------------------------------------------
DFH: sparsity prep                  :      0.000u      0.000s      0.055w     20 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.033w     20 calls
DFH: initialize()                   :      0.000u      0.000s      0.702w     20 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.018w     40 calls
| DFH: AO Construction              :      0.000u      0.000s      0.075w     20 calls
| DFH: AO-Met. Contraction          :      0.000u      0.000s      0.010w     20 calls
HF: Form core H                     :      0.000u      0.000s      0.275w     20 calls
HF: Form S/X                        :      0.000u      0.000s      0.004w     20 calls
HF: Guess                           :      0.000u      0.000s      0.842w     20 calls
| SAD Guess                         :      0.000u      0.000s      0.822w     20 calls
HF: Form G                          :      0.000u      0.000s      0.030w    147 calls
| JK: D                             :      0.000u      0.000s      0.001w    147 calls
| JK: USO2AO                        :      0.000u      0.000s      0.002w    147 calls
| JK: JK                            :      0.000u      0.000s      0.023w    147 calls
| | DFH: compute_JK()               :      0.000u      0.000s      0.023w    147 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w    147 calls
| | | DFH: compute_J                :      0.000u      0.000s      0.006w    147 calls
| | | DFH: compute_K                :      0.000u      0.000s      0.014w    147 calls
| JK: AO2USO                        :      0.000u      0.000s      0.001w    147 calls
HF: Form F                          :      0.000u      0.000s      0.001w    147 calls
HF: Form D                          :      0.000u      0.000s      0.001w    147 calls
HF: DIIS                            :      0.000u      0.000s      0.586w    127 calls
HF: Form C                          :      0.000u      0.000s      0.059w    127 calls

**************************************************************************************

Host: G5

Timers On : Thu Jun  6 16:53:13 2024
Timers Off: Thu Jun  6 16:53:25 2024

Wall Time:       12.10 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
DFH: sparsity prep                  :      0.000u      0.000s      0.035w     20 calls
Libint2ERI::Libint2ERI              :      0.000u      0.000s      0.032w     60 calls
DFH: initialize()                   :      0.000u      0.000s      0.625w     20 calls
DFH: AO Construction                :      0.000u      0.000s      0.077w     20 calls
DFH: AO-Met. Contraction            :      0.000u      0.000s      0.011w     20 calls
HF: Form core H                     :      0.000u      0.000s      0.319w     20 calls
HF: Form S/X                        :      0.000u      0.000s      0.003w     20 calls
HF: Guess                           :      0.000u      0.000s      0.891w     20 calls
SAD Guess                           :      0.000u      0.000s      0.870w     20 calls
HF: Form G                          :      0.000u      0.000s      0.027w    146 calls
